"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17484","Deve_Fazer_Download_Arquivo","","Thu Aug 07 15:53:51 BRT 2025","passed","Thu Aug 07 15:54:08 BRT 2025","","PortalIDSFTestes.testes.operacoes.AtivosTest","PortalIDSFTestes.testes.operacoes.AtivosTest",""
"","6830","Nao_Deve_Conter_Acentos_Quebrados","","Thu Aug 07 15:52:35 BRT 2025","passed","Thu Aug 07 15:52:42 BRT 2025","","PortalIDSFTestes.testes.operacoes.ArquivosBaixaTest","PortalIDSFTestes.testes.operacoes.ArquivosBaixaTest",""
"","15758","Deve_Cadastrar_Nova_Nota_Comercial","","Thu Aug 07 15:52:57 BRT 2025","passed","Thu Aug 07 15:53:13 BRT 2025","","PortalIDSFTestes.testes.notaComercial.NotaComercialTest","PortalIDSFTestes.testes.notaComercial.NotaComercialTest",""
"","0","Deve_Fazer_Download_Relatorio_Titulos","","Thu Aug 07 15:52:58 BRT 2025","skipped","Thu Aug 07 15:52:58 BRT 2025","","PortalIDSFTestes.testes.operacoes.ArquivosBaixaTest","PortalIDSFTestes.testes.operacoes.ArquivosBaixaTest",""
"","0","Deve_Excluir_Uma_Operacao","","Thu Aug 07 15:54:22 BRT 2025","skipped","Thu Aug 07 15:54:22 BRT 2025","","PortalIDSFTestes.testes.operacoes.OperacoesTest","PortalIDSFTestes.testes.operacoes.OperacoesTest",""
"","14202","Deve_Fazer_Download_Excel","","Thu Aug 07 15:52:43 BRT 2025","passed","Thu Aug 07 15:52:57 BRT 2025","","PortalIDSFTestes.testes.notaComercial.NotaComercialTest","PortalIDSFTestes.testes.notaComercial.NotaComercialTest",""
"","8074","Nao_Deve_Conter_Acentos_Quebrados","","Thu Aug 07 15:52:35 BRT 2025","failed","Thu Aug 07 15:52:43 BRT 2025","","PortalIDSFTestes.testes.operacoes.AtivosTest","PortalIDSFTestes.testes.operacoes.AtivosTest",""
"","25984","Deve_Consultar_Uma_Operacao_CNAB_Pelo_Historico_Importacoes","","Thu Aug 07 15:53:01 BRT 2025","passed","Thu Aug 07 15:53:27 BRT 2025","","PortalIDSFTestes.testes.operacoes.OperacoesTest","PortalIDSFTestes.testes.operacoes.OperacoesTest",""
"","0","Deve_Aprovar_Gestor","","Thu Aug 07 15:53:51 BRT 2025","skipped","Thu Aug 07 15:53:51 BRT 2025","","PortalIDSFTestes.testes.operacoes.AtivosTest","PortalIDSFTestes.testes.operacoes.AtivosTest",""
"","8781","Deve_Fazer_Download_Arquivo_CNAB","","Thu Aug 07 15:53:06 BRT 2025","passed","Thu Aug 07 15:53:15 BRT 2025","","PortalIDSFTestes.testes.operacoes.ArquivosBaixaTest","PortalIDSFTestes.testes.operacoes.ArquivosBaixaTest",""
"","4843","Nao_Deve_Realizar_Login_Com_Senha_Invalida_Nivel_Interno","","Thu Aug 07 15:52:41 BRT 2025","passed","Thu Aug 07 15:52:46 BRT 2025","","PortalIDSFTestes.testes.login.LoginTest","PortalIDSFTestes.testes.login.LoginTest",""
"","26869","Deve_Fazer_Download_Relatorio_Movimento_Layout","","Thu Aug 07 15:53:27 BRT 2025","passed","Thu Aug 07 15:53:54 BRT 2025","","PortalIDSFTestes.testes.operacoes.OperacoesTest","PortalIDSFTestes.testes.operacoes.OperacoesTest",""
"","7908","Nao_Deve_Conter_Acentos_Quebrados","","Thu Aug 07 15:52:35 BRT 2025","passed","Thu Aug 07 15:52:43 BRT 2025","","PortalIDSFTestes.testes.operacoes.OperacoesTest","PortalIDSFTestes.testes.operacoes.OperacoesTest",""
"","26363","Deve_Fazer_Download_Excel","","Thu Aug 07 15:52:43 BRT 2025","passed","Thu Aug 07 15:53:09 BRT 2025","","PortalIDSFTestes.testes.operacoes.AtivosTest","PortalIDSFTestes.testes.operacoes.AtivosTest",""
"","10463","Deve_Consultar_Nota_Comercial_Pela_Tabela","","Thu Aug 07 15:53:13 BRT 2025","passed","Thu Aug 07 15:53:23 BRT 2025","","PortalIDSFTestes.testes.notaComercial.NotaComercialTest","PortalIDSFTestes.testes.notaComercial.NotaComercialTest",""
"","6524","Deve_Realizar_Login_Com_Sucesso_Nivel_Interno","","Thu Aug 07 15:52:35 BRT 2025","passed","Thu Aug 07 15:52:41 BRT 2025","","PortalIDSFTestes.testes.login.LoginTest","PortalIDSFTestes.testes.login.LoginTest",""
"","10340","Deve_Cancelar_Nota_Comercial","","Thu Aug 07 15:53:23 BRT 2025","passed","Thu Aug 07 15:53:34 BRT 2025","","PortalIDSFTestes.testes.notaComercial.NotaComercialTest","PortalIDSFTestes.testes.notaComercial.NotaComercialTest",""
"","8173","Deve_Excluir_Cedente","","Thu Aug 07 15:53:18 BRT 2025","passed","Thu Aug 07 15:53:26 BRT 2025","","PortalIDSFTestes.testes.cedentes.CedentesTest","PortalIDSFTestes.testes.cedentes.CedentesTest",""
"","16993","Deve_Cadastrar_Cedente","","Thu Aug 07 15:52:53 BRT 2025","passed","Thu Aug 07 15:53:10 BRT 2025","","PortalIDSFTestes.testes.cedentes.CedentesTest","PortalIDSFTestes.testes.cedentes.CedentesTest",""
"","3612","Nao_Deve_Conter_Acentos_Quebrados","","Thu Aug 07 15:53:16 BRT 2025","failed","Thu Aug 07 15:53:20 BRT 2025","","PortalIDSFTestes.testes.login.LoginTest","PortalIDSFTestes.testes.login.LoginTest",""
"","23878","Deve_Cadastrar_Um_Ativo","","Thu Aug 07 15:53:09 BRT 2025","passed","Thu Aug 07 15:53:33 BRT 2025","","PortalIDSFTestes.testes.operacoes.AtivosTest","PortalIDSFTestes.testes.operacoes.AtivosTest",""
"","8194","Nao_Deve_Conter_Acentos_Quebrados","","Thu Aug 07 15:52:35 BRT 2025","passed","Thu Aug 07 15:52:43 BRT 2025","","PortalIDSFTestes.testes.notaComercial.NotaComercialTest","PortalIDSFTestes.testes.notaComercial.NotaComercialTest",""
"","8703","Deve_Enviar_Arquivo_Baixa","","Thu Aug 07 15:52:42 BRT 2025","passed","Thu Aug 07 15:52:50 BRT 2025","","PortalIDSFTestes.testes.operacoes.ArquivosBaixaTest","PortalIDSFTestes.testes.operacoes.ArquivosBaixaTest",""
"","17390","Deve_Consultar_Um_Ativo","","Thu Aug 07 15:53:33 BRT 2025","passed","Thu Aug 07 15:53:51 BRT 2025","","PortalIDSFTestes.testes.operacoes.AtivosTest","PortalIDSFTestes.testes.operacoes.AtivosTest",""
"","4471","Nao_Deve_Realizar_Login_Com_Senha_Invalida_Nivel_Consultoria","","Thu Aug 07 15:52:52 BRT 2025","passed","Thu Aug 07 15:52:56 BRT 2025","","PortalIDSFTestes.testes.login.LoginTest","PortalIDSFTestes.testes.login.LoginTest",""
